exposure	outcome	id	nsnps	h0	h1	h2	h3	h4
10499_1_TMEM106A_T106A_myeloma	ieu-b-4957	10499_1_TMEM106A_T106A_myeloma_ieu-b-4957	2779	0.000198228660891679	0.964479977890921	2.96858258554328e-07	0.00144402272858441	0.0338774738613444
10511_10_COL6A3_Collagen_alpha_3_VI__myeloma	ieu-b-4957	10511_10_COL6A3_Collagen_alpha_3_VI__myeloma_ieu-b-4957	5332	8.52454955527847e-46	0.953618742312688	3.0508990463216e-48	0.00341253013260687	0.0429687275547029
10512_13_CSF2RB_IL3RB_myeloma	ieu-b-4957	10512_13_CSF2RB_IL3RB_myeloma_ieu-b-4957	5133	0	0.953747885857876	0	0.00381253274897734	0.042439581393277
10514_5_PTGDS_PGD2_synthase_myeloma	ieu-b-4957	10514_5_PTGDS_PGD2_synthase_myeloma_ieu-b-4957	4322	2.4081511540594e-58	0.584136653176731	1.50865415222756e-60	0.00365536659389596	0.412207980229363
10521_10_MXRA8_MXRA8_myeloma	ieu-b-4957	10521_10_MXRA8_MXRA8_myeloma_ieu-b-4957	3403	1.36046480592092e-10	0.920248184156472	3.96641224307517e-13	0.00268219739561924	0.0770696183114667
10554_23_GLB1_BGAL_myeloma	ieu-b-4957	10554_23_GLB1_BGAL_myeloma_ieu-b-4957	4766	0.0776857247341858	0.879573603241298	0.000259665664249159	0.00293959214114121	0.039541414219126
10558_26_PCDH9_PCDH9_myeloma	ieu-b-4957	10558_26_PCDH9_PCDH9_myeloma_ieu-b-4957	3848	1.2689113573031e-97	0.933517365046993	3.4268900536798e-100	0.0025204674318672	0.0639621675211284
10561_5_PGLYRP3_PGRP_I_alpha_myeloma	ieu-b-4957	10561_5_PGLYRP3_PGRP_I_alpha_myeloma_ieu-b-4957	3656	0.02444670986729	0.836078033026708	0.000111368649947718	0.00380745479479129	0.135556433661263
10565_19_SLITRK3_SLIK3_myeloma	ieu-b-4957	10565_19_SLITRK3_SLIK3_myeloma_ieu-b-4957	4692	0	0.927036818313829	0	0.0032878101019374	0.0696753715843449
10571_14_MGAT1_MGAT1_myeloma	ieu-b-4957	10571_14_MGAT1_MGAT1_myeloma_ieu-b-4957	4293	0.000343031220932168	0.724768593647105	9.19652888563074e-07	0.00194034594016333	0.272947109538911
10603_1_HTN3_HIS3_myeloma	ieu-b-4957	10603_1_HTN3_HIS3_myeloma_ieu-b-4957	6538	8.66333731984584e-70	0.928344376521283	4.76617159445565e-72	0.00510666028321139	0.0665489631955172
10605_22_APMAP_APMAP_myeloma	ieu-b-4957	10605_22_APMAP_APMAP_myeloma_ieu-b-4957	5041	2.12862925435604e-31	0.921002269262513	7.87057544115148e-34	0.00340463644862172	0.0755930942888688
10613_33_CASC4_CASC4_myeloma	ieu-b-4957	10613_33_CASC4_CASC4_myeloma_ieu-b-4957	2773	0.0669819150451738	0.87152339033604	0.000136750383681616	0.00177870773957465	0.0595792364955302
10627_87_APLP2_APLP2_myeloma	ieu-b-4957	10627_87_APLP2_APLP2_myeloma_ieu-b-4957	4826	2.01639338573566e-55	0.921131390303891	6.23552315972805e-58	0.0028477594097545	0.0760208502863558
10666_7_GNPTG_GNPTG_myeloma	ieu-b-4957	10666_7_GNPTG_GNPTG_myeloma_ieu-b-4957	5533	3.04635052550214e-253	0.949017713549908	1.15976704909974e-255	0.00361250341682981	0.0473697830332205
10668_5_STX4_STX4_myeloma	ieu-b-4957	10668_5_STX4_STX4_myeloma_ieu-b-4957	2161	0.996458470104948	0.00169133632463541	0.00171469957828568	2.90911524797467e-06	0.000132584876882776
10672_75_SFTPB_SP_B_myeloma	ieu-b-4957	10672_75_SFTPB_SP_B_myeloma_ieu-b-4957	4715	0	0.966830960488275	0	0.0031912106938195	0.0299778288179249
10708_3_GNRH2_GON2_myeloma	ieu-b-4957	10708_3_GNRH2_GON2_myeloma_ieu-b-4957	5037	3.67034923731019e-76	0.947441287666091	1.79224747676112e-78	0.00462591763705485	0.047932794696861
10714_7_ACE_ACE_myeloma	ieu-b-4957	10714_7_ACE_ACE_myeloma_ieu-b-4957	2723	0	0.969535886903667	0	0.00168180993542371	0.028782303160999
10722_13_SYK_KSYK_myeloma	ieu-b-4957	10722_13_SYK_KSYK_myeloma_ieu-b-4957	5354	2.41256381055476e-18	0.956791157201947	9.03596960375396e-21	0.00358315074639351	0.0396256920516565
10737_96_SERPINB1_Serpin_B1_myeloma	ieu-b-4957	10737_96_SERPINB1_Serpin_B1_myeloma_ieu-b-4957	5183	1.07276621915473e-13	0.965351958817737	4.86285838904209e-16	0.00437564591005062	0.0302723952721044
10754_113_PROK2_Prokineticin_2_myeloma	ieu-b-4957	10754_113_PROK2_Prokineticin_2_myeloma_ieu-b-4957	4144	0	0.937060508994943	0	0.00279920662072102	0.0601402843844618
10772_21_CSGALNACT2_CGAT2_myeloma	ieu-b-4957	10772_21_CSGALNACT2_CGAT2_myeloma_ieu-b-4957	5392	5.61853483049394e-35	0.966026151468968	2.40256052657398e-37	0.00413055839931217	0.0298432901317236
10800_15_SERPINH1_Collagen_binding_protein_myeloma	ieu-b-4957	10800_15_SERPINH1_Collagen_binding_protein_myeloma_ieu-b-4957	3690	2.64856603666179e-44	0.950763988970866	9.57839860935197e-47	0.00343792956313292	0.0457980814660082
10809_14_KLRB1_KLRB1_myeloma	ieu-b-4957	10809_14_KLRB1_KLRB1_myeloma_ieu-b-4957	2338	0.000344957497490851	0.930365292852802	5.59381704921076e-07	0.00150799884390826	0.0677811914240942
10818_36_SMPD1_ASM_myeloma	ieu-b-4957	10818_36_SMPD1_ASM_myeloma_ieu-b-4957	6816	0	0.959320436727579	0	0.00431525489156489	0.0363643083807613
10832_24_B4GALT6_B4GT6_myeloma	ieu-b-4957	10832_24_B4GALT6_B4GT6_myeloma_ieu-b-4957	4393	0	0.929098836283881	0	0.00431449586616533	0.0665866678499896
10833_64_HHIP_HHIP_myeloma	ieu-b-4957	10833_64_HHIP_HHIP_myeloma_ieu-b-4957	3782	3.69460321503153e-61	0.954375656797843	1.14843153586269e-63	0.00296615748017974	0.0426581857219636
10835_25_A4GNT_A4GCT_myeloma	ieu-b-4957	10835_25_A4GNT_A4GCT_myeloma_ieu-b-4957	3477	3.10984917756351e-07	0.968581536068575	7.79262930457635e-10	0.00242677211746915	0.0289913800497756
10851_77_EBI3_IL27B_myeloma	ieu-b-4957	10851_77_EBI3_IL27B_myeloma_ieu-b-4957	5181	0	0.964774780275615	0	0.00568522285306843	0.0295399968708412
10892_8_OSMR_OSMR_myeloma	ieu-b-4957	10892_8_OSMR_OSMR_myeloma_ieu-b-4957	4530	1.10770080985376e-35	0.958330790709059	3.20340723370845e-38	0.0027710487206455	0.0388981605702947
10902_53_ASPRV1_APRV1_myeloma	ieu-b-4957	10902_53_ASPRV1_APRV1_myeloma_ieu-b-4957	4001	0.860343550211115	0.124624175072394	0.00245925695918133	0.000356110954030072	0.0122169068032796
10903_50_STX8_STX8_myeloma	ieu-b-4957	10903_50_STX8_STX8_myeloma_ieu-b-4957	5275	4.36601316453805e-05	0.96143322845959	1.57607805217376e-07	0.00347030737789885	0.0350526464230597
10908_2_GALNT13_GLT13_myeloma	ieu-b-4957	10908_2_GALNT13_GLT13_myeloma_ieu-b-4957	5335	0.000906138642121296	0.944516367632162	3.50323336278757e-06	0.00365109671410178	0.0509228937782526
10917_40_GNGT2_GBGT2_myeloma	ieu-b-4957	10917_40_GNGT2_GBGT2_myeloma_ieu-b-4957	3918	0.990777047881405	0.00626593461907393	0.00266385317188851	1.68441448342008e-05	0.000276320182798608
10924_258_CYB5D2_NEUFC_myeloma	ieu-b-4957	10924_258_CYB5D2_NEUFC_myeloma_ieu-b-4957	5392	8.9721184456038e-91	0.935849146458191	6.90131950498324e-93	0.00719794663779951	0.0569529069040077
10938_13_CD58_sLFA_3_myeloma	ieu-b-4957	10938_13_CD58_sLFA_3_myeloma_ieu-b-4957	4177	1.16329217629593e-08	0.955527740144218	3.61704450480425e-11	0.00297062393003627	0.0415016242566556
10940_25_SRL_SRCA_myeloma	ieu-b-4957	10940_25_SRL_SRCA_myeloma_ieu-b-4957	5057	2.80240241690595e-37	0.967877155823303	1.13663168278211e-39	0.00392534923958694	0.0281974949371153
10948_14_PLD3_PLD3_myeloma	ieu-b-4957	10948_14_PLD3_PLD3_myeloma_ieu-b-4957	4763	0.000131775358530432	0.937647256579761	4.70600104673049e-07	0.00334796522295566	0.0588725322386476
10974_20_SPINK7_ISK7_myeloma	ieu-b-4957	10974_20_SPINK7_ISK7_myeloma_ieu-b-4957	4294	2.07840028872358e-36	0.598517720758747	1.56655489690259e-38	0.00450724433783519	0.396975034903416
10977_55_UCMA_UCMA_myeloma	ieu-b-4957	10977_55_UCMA_UCMA_myeloma_ieu-b-4957	6245	8.38574808958028e-222	0.862892624008722	4.26337909201395e-224	0.00438568552489596	0.132721690466365
11098_1_PDXK_PDXK_myeloma	ieu-b-4957	11098_1_PDXK_PDXK_myeloma_ieu-b-4957	4865	1.70668558488262e-47	0.969810592507119	5.45532473511086e-50	0.00309967425984228	0.0270897332330364
11102_22_REG4_REG4_myeloma	ieu-b-4957	11102_22_REG4_REG4_myeloma_ieu-b-4957	2400	9.29666817487208e-39	0.942816744950314	1.33992374269427e-41	0.0013583184124717	0.0558249366372079
11103_24_HSPB1_HSP_27_myeloma	ieu-b-4957	11103_24_HSPB1_HSP_27_myeloma_ieu-b-4957	4143	0	0.952099672072397	0	0.00248339357070565	0.0454169343569694
11104_13_CHI3L1_YKL_40_myeloma	ieu-b-4957	11104_13_CHI3L1_YKL_40_myeloma_ieu-b-4957	4087	0	0.960970314545543	0	0.00246811656017072	0.0365615688932581
11105_171_ENO1_Alpha_enolase_myeloma	ieu-b-4957	11105_171_ENO1_Alpha_enolase_myeloma_ieu-b-4957	3874	0.976624016398077	0.0190207833472696	0.00334648168570105	6.51668268420537e-05	0.00094355174211081
11117_2_SPATA20_SPT20_myeloma	ieu-b-4957	11117_2_SPATA20_SPT20_myeloma_ieu-b-4957	3873	0	0.961397353996772	0	0.00269118407593228	0.0359114619272396
11134_30_MTRF1L_RF1ML_myeloma	ieu-b-4957	11134_30_MTRF1L_RF1ML_myeloma_ieu-b-4957	5960	2.12534411249664e-81	0.962791376666826	7.87353393324727e-84	0.00356641332456529	0.033642210008597
11142_11_ANGPTL1_ANGL1_myeloma	ieu-b-4957	11142_11_ANGPTL1_ANGL1_myeloma_ieu-b-4957	4792	2.53458647059189e-303	0.959177528841072	9.31687441469933e-306	0.00352546316978039	0.037297007989138
11145_72_KIAA1549L_K154L_myeloma	ieu-b-4957	11145_72_KIAA1549L_K154L_myeloma_ieu-b-4957	4689	0	0.9677530869655	0	0.00280596315574225	0.0294409498786785
11152_46_KLK13_kallikrein_13_myeloma	ieu-b-4957	11152_46_KLK13_kallikrein_13_myeloma_ieu-b-4957	5816	0	0.965894946711551	0	0.00372552524627041	0.0303795280421679
11177_16_KRT5_K2C5_myeloma	ieu-b-4957	11177_16_KRT5_K2C5_myeloma_ieu-b-4957	4875	3.15354907951734e-53	0.963959516103577	1.34141666781081e-55	0.00410004919430525	0.0319404347021207
11187_11_CLEC12A_CL12A_myeloma	ieu-b-4957	11187_11_CLEC12A_CL12A_myeloma_ieu-b-4957	3143	0	0.968413189647831	0	0.00205146597515691	0.0295353443746337
11192_168_TINAGL1_TINAL_myeloma	ieu-b-4957	11192_168_TINAGL1_TINAL_myeloma_ieu-b-4957	3431	6.40386041532838e-21	0.970563815954789	1.44559571091014e-23	0.00219066051099621	0.0272455235342153
11196_31_COL6A3_Collagen_alpha_3_VI__myeloma	ieu-b-4957	11196_31_COL6A3_Collagen_alpha_3_VI__myeloma_ieu-b-4957	5297	9.83128890342378e-07	0.937916546025154	3.44260972587612e-09	0.00328370225661331	0.0587987651467326
11208_15_NAGPA_NAGPA_myeloma	ieu-b-4957	11208_15_NAGPA_NAGPA_myeloma_ieu-b-4957	6753	0	0.958809941003647	0	0.00487124549181105	0.0363188135045767
11211_7_TBCE_TBCE_myeloma	ieu-b-4957	11211_7_TBCE_TBCE_myeloma_ieu-b-4957	4784	1.72188672752142e-25	0.957905607543296	6.85500450054446e-28	0.00381313589679698	0.0382812565599077
11214_40_DNAJB9_DNJB9_myeloma	ieu-b-4957	11214_40_DNAJB9_DNJB9_myeloma_ieu-b-4957	4521	0.719777790876956	0.256557056235187	0.00269950501736311	0.000962009508457964	0.0200036383620365
11219_95_FGFBP3_FGFP3_myeloma	ieu-b-4957	11219_95_FGFBP3_FGFP3_myeloma_ieu-b-4957	3871	1.38641051221189e-217	0.922017436331247	3.07835132553079e-220	0.00204646516039018	0.0759360985083421
11241_8_ASL_ARLY_myeloma	ieu-b-4957	11241_8_ASL_ARLY_myeloma_ieu-b-4957	4129	1.34292138672087e-31	0.966735035183876	2.89425680689799e-34	0.00208319022765661	0.0311817745884623
11248_43_UROS_HEM4_myeloma	ieu-b-4957	11248_43_UROS_HEM4_myeloma_ieu-b-4957	4997	3.96426826157058e-105	0.924057709910628	1.73766466190786e-107	0.00404971944558353	0.0718925706437753
11257_1_QDPR_DHPR_myeloma	ieu-b-4957	11257_1_QDPR_DHPR_myeloma_ieu-b-4957	4665	0	0.965518663919953	0	0.00328233496283993	0.0311990011172699
11265_8_ALDH1A1_Retinal_dehydrogenase_1_myeloma	ieu-b-4957	11265_8_ALDH1A1_Retinal_dehydrogenase_1_myeloma_ieu-b-4957	4117	1.6370772147268e-19	0.945943791979677	4.03022506498098e-22	0.00232824665785028	0.0517279613624728
11266_8_SELPLG_SELPL_myeloma	ieu-b-4957	11266_8_SELPLG_SELPL_myeloma_ieu-b-4957	4832	7.11549917263005e-158	0.960374689621931	3.11124327471576e-160	0.00419887227166672	0.0354264381064091
11277_23_ATF6_ATF6A_myeloma	ieu-b-4957	11277_23_ATF6_ATF6A_myeloma_ieu-b-4957	4932	0.00502404685990182	0.864004493777686	2.4270093105371e-05	0.00417255270001708	0.126774636569289
11278_4_COL11A2_COL11A2_myeloma	ieu-b-4957	11278_4_COL11A2_COL11A2_myeloma_ieu-b-4957	15933	3.69369625617538e-160	0.938174112786616	3.38489240799498e-162	0.00859686774355085	0.053229019469833
11287_14_CYB5A_Cytochrome_b5_myeloma	ieu-b-4957	11287_14_CYB5A_Cytochrome_b5_myeloma_ieu-b-4957	5528	1.67819212186981e-16	0.944160735799925	8.62048227666865e-19	0.00484942401752029	0.0509898401825544
11288_26_NT5C2_5NTC_myeloma	ieu-b-4957	11288_26_NT5C2_5NTC_myeloma_ieu-b-4957	3204	0.517372818784207	0.453540334608449	0.00139738271757424	0.00122471162160952	0.0264647522681601
11302_237_TNR_TENR_myeloma	ieu-b-4957	11302_237_TNR_TENR_myeloma_ieu-b-4957	4377	7.87778035280596e-51	0.838810221958718	3.75578094363165e-53	0.00399750815552882	0.157192269885757
11308_8_CREB3L4_CR3L4_myeloma	ieu-b-4957	11308_8_CREB3L4_CR3L4_myeloma_ieu-b-4957	3736	1.62946649189111e-127	0.953107495924173	7.44114296531154e-130	0.00435204773543396	0.0425404563403681
11313_100_PCBD1_PHS_myeloma	ieu-b-4957	11313_100_PCBD1_PHS_myeloma_ieu-b-4957	5985	2.36948226611195e-41	0.963357749161614	1.45204473747545e-43	0.00590325462433246	0.0307389962140598
11333_82_ARHGAP25_RHG25_myeloma	ieu-b-4957	11333_82_ARHGAP25_RHG25_myeloma_ieu-b-4957	4490	6.95826749134545e-67	0.956272552421165	2.47534936939632e-69	0.00340146173390748	0.040325985844919
11347_9_TALDO1_Transaldolase_myeloma	ieu-b-4957	11347_9_TALDO1_Transaldolase_myeloma_ieu-b-4957	4831	3.04757564607799e-18	0.896458200277239	1.22088453377526e-20	0.00359028772102454	0.0999515120017343
11351_233_NHEJ1_NHEJ1_myeloma	ieu-b-4957	11351_233_NHEJ1_NHEJ1_myeloma_ieu-b-4957	3688	1.59259080917797e-23	0.949088180448706	4.30666660433826e-26	0.00256603039347261	0.048345789157819
11356_19_DGCR14_DGC14_myeloma	ieu-b-4957	11356_19_DGCR14_DGC14_myeloma_ieu-b-4957	3543	1.69149191651278e-16	0.953000243326599	4.43776138896739e-19	0.00249982570386358	0.044499930969536
11358_15_GRB10_GRB10_myeloma	ieu-b-4957	11358_15_GRB10_GRB10_myeloma_ieu-b-4957	4808	0.943956208580387	0.0501782120186837	0.00331804016775987	0.000176354515777128	0.0023711847173924
11360_39_RRM1_RRM1_myeloma	ieu-b-4957	11360_39_RRM1_RRM1_myeloma_ieu-b-4957	6988	0.000325562763893243	0.964674384097956	2.19575494661671e-06	0.00650595223604316	0.0284919051471611
11377_19_ADH7_ADH7_myeloma	ieu-b-4957	11377_19_ADH7_ADH7_myeloma_ieu-b-4957	5464	6.97090028216799e-160	0.950354926424164	2.64931438533802e-162	0.00361139591684543	0.0460336776589686
11378_37_SYK_KSYK_myeloma	ieu-b-4957	11378_37_SYK_KSYK_myeloma_ieu-b-4957	5362	8.90368818745063e-18	0.95651862676888	3.33980679854804e-20	0.00358753826852961	0.0398938349625903
11382_5_BLVRA_BIEA_myeloma	ieu-b-4957	11382_5_BLVRA_BIEA_myeloma_ieu-b-4957	4257	0.986145990404363	0.00960040876206811	0.00334215283859772	3.25280093148214e-05	0.000878919985656803
11387_3_ATF6B_ATF6B_myeloma	ieu-b-4957	11387_3_ATF6B_ATF6B_myeloma_ieu-b-4957	20495	1.12019287897818e-95	0.74140808095834	2.26529396758885e-96	0.149929098149304	0.108662820892345
11388_75_WFDC2_HE4_myeloma	ieu-b-4957	11388_75_WFDC2_HE4_myeloma_ieu-b-4957	4243	6.91085862851285e-05	0.930059235766093	3.15214730057809e-07	0.00424148475364511	0.0656298556792467
11390_24_CA8_Carbonic_Anhydrase_VIII_myeloma	ieu-b-4957	11390_24_CA8_Carbonic_Anhydrase_VIII_myeloma_ieu-b-4957	4258	0	0.838359074516769	0	0.00322591399958398	0.158415011483755
11424_4_FAH_FAAA_myeloma	ieu-b-4957	11424_4_FAH_FAAA_myeloma_ieu-b-4957	5156	1.14222768375173e-87	0.954459653230287	4.66576752167081e-90	0.00389835692812611	0.0416419898415978
11428_31_PDLIM1_PDLI1_myeloma	ieu-b-4957	11428_31_PDLIM1_PDLI1_myeloma_ieu-b-4957	4788	2.71692311767965e-06	0.793891492622848	2.81131656312488e-08	0.00821275592206015	0.197893006418809
11441_11_PYGL_PYGL_myeloma	ieu-b-4957	11441_11_PYGL_PYGL_myeloma_ieu-b-4957	5025	8.4269398867993e-34	0.906872953496207	3.08863129221415e-36	0.00332296117715156	0.0898040853266454
11480_1_ALDH3A1_Aldehyde_dehydrogenase__class_3_myeloma	ieu-b-4957	11480_1_ALDH3A1_Aldehyde_dehydrogenase__class_3_myeloma_ieu-b-4957	2605	1.63810660988198e-44	0.96882944370549	3.99576766518646e-47	0.00236293867651843	0.02880761761799
11493_169_DYNLL2_DYL2_myeloma	ieu-b-4957	11493_169_DYNLL2_DYL2_myeloma_ieu-b-4957	3712	0.00264681585915123	0.952460063283787	1.2432394693149e-05	0.00447340901672018	0.0404072794456484
11510_31_APOL1_Apo_L1_myeloma	ieu-b-4957	11510_31_APOL1_Apo_L1_myeloma_ieu-b-4957	5162	0	0.964252362533112	0	0.00360776376738667	0.0321398736994501
11514_196_CD59_CD59_myeloma	ieu-b-4957	11514_196_CD59_CD59_myeloma_ieu-b-4957	4660	2.48941685106886e-92	0.968361004634363	7.27701045611647e-95	0.00283040423184739	0.0288085911337987
11516_7_FABP1_FABPL_myeloma	ieu-b-4957	11516_7_FABP1_FABPL_myeloma_ieu-b-4957	2875	1.17375254928753e-28	0.949418783728889	2.42044089898304e-31	0.00195734725508587	0.0486238690160262
11530_37_HMBS_HEM3_myeloma	ieu-b-4957	11530_37_HMBS_HEM3_myeloma_ieu-b-4957	4198	0.00817714722473141	0.918871739976586	0.000154807598449059	0.0173952838583112	0.0554010213419225
11540_37_FOXO3_FOXO3A_myeloma	ieu-b-4957	11540_37_FOXO3_FOXO3A_myeloma_ieu-b-4957	3853	0.00738491839084312	0.956547856942238	2.0171865775127e-05	0.0026124710985396	0.0334345817026041
11543_84_LIMA1_LIMA1_myeloma	ieu-b-4957	11543_84_LIMA1_LIMA1_myeloma_ieu-b-4957	3149	2.77113631143271e-06	0.969622909174533	5.53417115986594e-09	0.00193612672780683	0.0284381874271771
11547_84_MUSK_MUSK_myeloma	ieu-b-4957	11547_84_MUSK_MUSK_myeloma_ieu-b-4957	5619	6.17392527358717e-09	0.966600869853061	2.94541739789626e-11	0.00461111069164297	0.0287880132519167
11551_16_HMG20B_HM20B_myeloma	ieu-b-4957	11551_16_HMG20B_HM20B_myeloma_ieu-b-4957	5418	0.991736430780112	0.00348558927389479	0.00453887356171586	1.59502418087798e-05	0.000223156142468986
11568_2_FKBP1B_FKB1B_myeloma	ieu-b-4957	11568_2_FKBP1B_FKB1B_myeloma_ieu-b-4957	4506	2.47167552796526e-140	0.952106273320762	1.11021136234705e-142	0.00427617372266677	0.0436175529565836
11606_22_DNAJB6_DNJB6_myeloma	ieu-b-4957	11606_22_DNAJB6_DNJB6_myeloma_ieu-b-4957	5970	0.0378487277399274	0.929827736827409	0.000186752735949965	0.00458766931398303	0.0275491133827308
11615_16_DAPP1_DAPP1_myeloma	ieu-b-4957	11615_16_DAPP1_DAPP1_myeloma_ieu-b-4957	5484	6.33992716192645e-16	0.956321451333535	2.58347432781457e-18	0.00389654272130133	0.0397820059451645
11616_9_HSF1_HSF1_myeloma	ieu-b-4957	11616_9_HSF1_HSF1_myeloma_ieu-b-4957	2990	5.53454768725004e-08	0.956976399124549	6.12268625389614e-10	0.0105863876333141	0.0324371572843923
11643_73_DTX3L_DTX3L_myeloma	ieu-b-4957	11643_73_DTX3L_DTX3L_myeloma_ieu-b-4957	4730	0.00177133004021345	0.966705403537898	6.55100187595587e-06	0.00357493737880837	0.0279417780412047
11649_3_SMAP1_SMAP1_myeloma	ieu-b-4957	11649_3_SMAP1_SMAP1_myeloma_ieu-b-4957	5066	1.4640946950962e-255	0.953366757320004	6.88227090303221e-258	0.00448107022590548	0.042152172454081
11656_110_EVL_EVL_myeloma	ieu-b-4957	11656_110_EVL_EVL_myeloma_ieu-b-4957	4615	1.21466911910538e-74	0.965703035310049	6.3954817741486e-77	0.00508433220833695	0.0292126324816172
11659_31_CLINT1_EPN4_myeloma	ieu-b-4957	11659_31_CLINT1_EPN4_myeloma_ieu-b-4957	5148	0.000416639409844805	0.935979831085225	1.64666535351156e-06	0.00369863230043007	0.0599032505391475
11681_8_AGFG1_NUPL_myeloma	ieu-b-4957	11681_8_AGFG1_NUPL_myeloma_ieu-b-4957	5766	9.06905555540871e-23	0.966566311216853	3.66077052792096e-25	0.00390129888705901	0.0295323898960857
11696_7_CRABP2_RABP2_myeloma	ieu-b-4957	11696_7_CRABP2_RABP2_myeloma_ieu-b-4957	4161	1.02082622390745e-264	0.967826016874846	2.45530434321309e-267	0.00232752910008826	0.0298464540250133
11699_16_PTP4A2_TP4A2_myeloma	ieu-b-4957	11699_16_PTP4A2_TP4A2_myeloma_ieu-b-4957	3045	0.99711965292996	0.000804302504314739	0.00201931202831153	1.6282782725178e-06	5.51042591415804e-05
11708_2_LCN1_LCN1_myeloma	ieu-b-4957	11708_2_LCN1_LCN1_myeloma_ieu-b-4957	5952	3.44572899657293e-09	0.866144950691224	1.37751990254389e-11	0.00346133607101581	0.130393709778256
